Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int
872,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
873,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
874,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
875,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
876,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
877,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
878,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
879,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
880,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
881,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
882,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
883,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
884,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
885,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
886,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
887,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
888,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
889,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
890,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
891,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
892,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
893,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
894,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
895,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
896,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
897,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
898,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
899,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
900,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
901,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
902,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
903,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
904,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
905,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
906,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
907,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
908,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
909,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
910,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
911,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
912,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
913,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
914,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
915,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
916,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
917,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
918,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
919,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
920,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
921,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
922,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
923,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
924,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
925,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
926,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
927,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
928,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
929,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
930,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
931,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
932,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
933,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
934,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
935,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
936,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
937,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
938,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
939,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
940,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
941,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
942,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
943,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
944,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
945,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
946,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
947,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
948,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
949,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
950,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
951,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
952,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
953,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
954,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
955,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
956,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
957,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
958,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
959,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
960,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
961,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
962,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
963,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
964,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
965,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
966,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
967,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
968,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
969,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
970,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
971,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
972,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
973,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
974,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
975,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
976,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
977,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
978,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
979,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
980,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
981,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
982,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
983,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
984,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
985,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
986,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
987,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
988,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
989,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
990,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
991,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
992,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
993,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
994,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
995,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
996,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
997,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
998,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
999,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
